,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
3906,"28-30 5th Avenue, New York",Manhattan,1923,Multifamily Housing,Multifamily,100,112.2,10844247.4,2910734.4,834.1,4996.2
3907,"403 East 62nd Street, New York",Manhattan,1985,Multifamily Housing,Multifamily,100,152.0,3807549.7,1256339.4,313.6,1782.6
3908,December Artists Corporation,Manhattan,1970,Multifamily Housing,Multifamily,100,83.1,48320.7,912229.5,204.5,1824.5
3909,"59 West 71st Street, New York",Manhattan,1924,Multifamily Housing,Multifamily,100,102.9,2927008.3,822858.0,228.4,1944.2
3910,"121 East 60th Street, New York",Manhattan,1924,Medical Office,Office,100,202.3,391615.6,2719619.9,324.2,16217.966089617938
3911,73 Fifth Avenue,Manhattan,1907,Mixed Use Property,Other,100,165.1,4952738.0,2316812.7,468.5,2458.0
3912,Salem House,Manhattan,2008,Multifamily Housing,Multifamily,100,171.8,2992311.4,1498951.0,291.8,5208.6
3919,West 128th Street,Manhattan,2007,Multifamily Housing,Multifamily,100,133.1,1709455.5,630207.0,146.7,1888.8
3920,Westbeth,Manhattan,1895,Multifamily Housing,Multifamily,100,96.7,31384435.1,9132689.4,2476.7,13738.8
3921,ECHO Apartments,Manhattan,1991,Multifamily Housing,Multifamily,100,131.2,3902687.8,1828886.0,369.4,16217.966089617938
3923,Grace Apartments,Manhattan,1991,Multifamily Housing,Multifamily,100,128.4,4641897.5,1360366.5,367.2,405.2
3924,Mannie L. Wilson Towers,Manhattan,1987,Multifamily Housing,Multifamily,100,127.7,7099732.5,2180451.8,570.4,4875.2
3934,Hancock Place,Manhattan,2006,Multifamily Housing,Multifamily,100,124.6,3279186.5,1117369.9,273.2,4028.2
3936,Henry Phipps Plaza East,Manhattan,1972,Multifamily Housing,Multifamily,100,187.6,1432844.2,4317529.5,1017.0,10467.0
3937,James Lenox House,Manhattan,1975,Multifamily Housing,Multifamily,100,133.1,239291.5,1864565.0,431.6,2428.2
3940,JJ Yancey,Manhattan,1998,Multifamily Housing,Multifamily,100,130.0,3450811.9,1141472.6,284.5,2430.0
3945,Henry Phipps Plaza North,Manhattan,1970,Multifamily Housing,Multifamily,100,141.3,583644.2,3675567.1,1066.1,16217.966089617938
3948,Henry Phipps Plaza South,Manhattan,1970,Multifamily Housing,Multifamily,100,160.5,1808743.8,11002303.7,3192.9,16217.966089617938
3950,Castle Gardens,Manhattan,2009,Multifamily Housing,Multifamily,100,125.4,4576173.4,2492702.1,464.1,6325.9
3954,Hobbs Ciena - Hobbs Court,Manhattan,2011,Multifamily Housing,Multifamily,100,111.7,14781485.4,5575819.0,1279.5,18579.0
3957,"Dempsey Apts, Associates, LP",Manhattan,2011,Multifamily Housing,Multifamily,100,117.4,4068107.3,1809290.4,376.5,5483.5
3958,710 East 9th Street,Manhattan,1973,Multifamily Housing,Multifamily,100,102.7,2125112.0,723796.9,177.0,3184.8
3960,Hobbs Ciena - The Ciena,Manhattan,2011,Multifamily Housing,Multifamily,100,102.4,5890293.7,1977523.7,488.2,16217.966089617938
3962,Extra Place,Manhattan,2005,Multifamily Housing,Multifamily,100,179.6,2343097.0,1651332.8,270.9,2313.0
3963,Everlasting Pine/Chung Pak,Manhattan,1985,Multifamily Housing,Multifamily,100,75.3,9315247.3,5648552.3,995.6,7310.7
3966,105 East 17th Street,Manhattan,1960,Office,Office,100,121.9,24384312.42738699,4415161.7,467.0,16217.966089617938
3967,17th Street Associates,Manhattan,1935,Office,Office,100,304.1,1733711.8,10993223.3,1066.7,4076.7
3968,85 10th Ave,Manhattan,1914,Office,Office,100,688.4,16989083.5,126983472.1,12160.7,12822.4
3971,[LL84] Tapestry Apartments,Manhattan,2009,Multifamily Housing,Multifamily,100,134.5,6869922.9,6339772.2,927.0,8856.2
3972,1633 Broadway - Paramount Plaza,Manhattan,1970,Office,Office,85,184.6,24384312.42738699,114795175.4,19190.2,56276.0
3973,900 Third Ave,Manhattan,1983,Office,Office,100,159.2,24384312.42738699,27442192.4,2871.4,5496.7
3974,712 Fifth Avenue,Manhattan,1990,Office,Office,100,185.7,24384312.42738699,30469780.5,3312.5,7805.2
3975,745 Fifth Ave.,Manhattan,1930,Office,Office,100,209.1,24384312.42738699,31476169.1,3534.9,8065.5
3976,31 West Fifty Second,Manhattan,1986,Office,Office,100,188.4,24384312.42738699,46611302.2,4519.1,13320.3
3977,1301 Avenue of the Americas,Manhattan,1963,Office,Office,100,201.3,79301582.7,64992237.2,16672.3,28918.8
3978,85 Broad Street,Manhattan,1983,Office,Office,85,144.7,24384312.42738699,50934421.5,5111.1,23118.2
3980,sloyer forman inc,Manhattan,1926,Office,Office,100,83.0,24384312.42738699,3966093.9,351.6,3776.5
3983,Astor Place,Manhattan,2005,Multifamily Housing,Multifamily,100,238.6,13488977.0,6201923.1,1266.3,4025.7
3984,The Harrison,Manhattan,2008,Multifamily Housing,Multifamily,100,195.8,13030979.7,14634009.9,1989.6,14934.6
3985,MiMA,Manhattan,2011,Multifamily Housing,Multifamily,100,254.0,41765458.5,76691458.9,9017.8,49860.6
3986,The Veneto,Manhattan,2008,Multifamily Housing,Multifamily,100,148.0,6289170.4,8996830.3,1131.7,6722.3
3987,Tribeca Tower,Manhattan,1990,Multifamily Housing,Multifamily,100,137.3,31399346.0,10632305.9,2610.4,15499.4
3988,Union Square South - Residential,Manhattan,1996,Multifamily Housing,Multifamily,100,415.5,13966282.7,24799643.1,2940.5,17909.9
3989,Riverwalk Court,Manhattan,2007,Multifamily Housing,Multifamily,100,149.0,7626602.8,3443710.3,710.4,5790.5
3990,Union Square South - Commercial,Manhattan,1996,Other - Entertainment/Public Assembly,Other,100,341.8,3299006.4,24610406.2,2357.2,17909.9
3993,Strathmore Apartments,Manhattan,1996,Multifamily Housing,Multifamily,100,172.1,16809470.7,8309727.4,1755.5,9727.5
3994,Park Imperial,Manhattan,2003,Multifamily Housing,Multifamily,100,196.2,83775.8,8258115.7,1932.4,5253.9
3995,Riverwalk Crossing,Manhattan,2008,Multifamily Housing,Multifamily,100,115.4,11684796.4,5024854.6,1066.1,10010.6
3996,261 Hudson,Manhattan,2017,Multifamily Housing,Multifamily,100,93.0,9745135.2,2794221.8,765.3,16217.966089617938
3997,Riverwalk Landing,Manhattan,2007,Multifamily Housing,Multifamily,100,148.9,16259152.0,6465067.2,1436.8,10958.2
3998,The Easton,Manhattan,2016,Multifamily Housing,Multifamily,100,257.6,32965002.8,20508137.9,3569.2,16217.966089617938
3999,Superior Ink Condominium,Manhattan,2009,Multifamily Housing,Multifamily,100,216.8,6988856.1,8254723.1,1103.1,3528.1
4000,Tate,Manhattan,2002,Multifamily Housing,Multifamily,100,139.4,17014789.9,8254362.8,1690.5,12764.3
4001,The Brompton,Manhattan,2007,Multifamily Housing,Multifamily,100,126.9,1050124.3,10077625.1,1331.8,9232.3
4002,The Caledonia,Manhattan,2007,Multifamily Housing,Multifamily,100,192.7,41145739.8,16644746.3,3732.9,24395.5
4003,The Chatham,Manhattan,2000,Multifamily Housing,Multifamily,100,188.5,858851.4,11818644.9,1658.7,10841.9
4004,Tribeca Green,Manhattan,2005,Multifamily Housing,Multifamily,100,169.3,21592137.2,10168528.6,2048.4,16217.966089617938
4005,Tribeca Park,Manhattan,1999,Multifamily Housing,Multifamily,100,137.1,21813080.0,11493829.5,2276.6,16217.966089617938
4006,Westminster,Manhattan,2001,Multifamily Housing,Multifamily,100,211.2,26194806.7,10327459.6,2337.7,16217.966089617938
4007,Westport,Manhattan,2003,Multifamily Housing,Multifamily,100,204.0,37794635.4,10569001.1,3070.9,18871.6
4008,One Madison Park,Manhattan,2008,Multifamily Housing,Multifamily,100,290.9,8949797.2,10693349.5,1423.4,4005.8
4009,One Carnegie Hill,Manhattan,2006,Multifamily Housing,Multifamily,100,125.1,26228443.8,14436109.8,2673.0,16217.966089617938
4010,Sierra,Manhattan,2001,Multifamily Housing,Multifamily,100,199.2,21258875.6,14684764.1,2431.1,18518.0
4011,Abington House,Manhattan,2014,Multifamily Housing,Multifamily,100,196.5,17170207.2,14208920.7,2171.7,16217.966089617938
4014,Riverwalk Point,Manhattan,2005,Multifamily Housing,Multifamily,100,101.9,11146834.0,3599170.3,911.2,10764.6
4015,456 Washington,Manhattan,2016,Multifamily Housing,Multifamily,100,138.3,14420198.3,3335762.4,1061.7,16217.966089617938
4018,French Apartments,Manhattan,1929,Multifamily Housing,Multifamily,100,103.4,10133040.1,2405572.9,751.5,11595.6
4019,Caroline Apartments,Manhattan,1981,Multifamily Housing,Multifamily,100,135.5,9648337.4,2464619.0,731.0,10730.8
4020,Manhattan Plaza,Manhattan,1974,Multifamily Housing,Multifamily,100,160.6,87716760.9,73169359.7,11146.2,73416.1
4022,North Park Apartments,Manhattan,1946,Multifamily Housing,Multifamily,100,101.4,6233829.5,2191651.7,525.4,16217.966089617938
4023,New Horizons,Manhattan,1910,Multifamily Housing,Multifamily,100,100.0,4620596.7,842721.7,320.1,4255.7
4026,Terrific Tenements 527 W 47th Street,Manhattan,1925,Multifamily Housing,Multifamily,100,100.1,2117457.6,976831.2,199.1,2693.8
4027,529 West 29th Street,Manhattan,2013,Multifamily Housing,Multifamily,100,99.0,3952036.1,2795152.7,457.7,4892.2
4029,ABS - 19 Union Square,Manhattan,1911,Office,Office,100,196.9,104011.8,5476902.6,633.0,16217.966089617938
4030,162 Fifth Avenue,Manhattan,1930,Office,Office,100,194.5,1056686.7,7248626.5,833.0,16217.966089617938
4031,ABS - 1001 Avenue of the Americas,Manhattan,1926,Office,Office,100,207.0,24384312.42738699,12243822.0,1618.6,16217.966089617938
4032,ABS - 20-26 West 22nd Street,Manhattan,1910,Office,Office,95,117.2,264326.0,5229140.2,716.8,1511.7
4033,ABS - 200 Park Avenue South,Manhattan,1903,Office,Office,85,179.2,443341.2,13917828.8,1608.8,16217.966089617938
4034,ABS - 380 Second Avenue,Manhattan,1909,Other - Education,Other,100,189.6,198776.5,11024581.9,1187.7,3290.7
4035,ABS - 210 11th Avenue South,Manhattan,1910,Office,Office,100,103.7,9766.7,2590936.2,454.8,16217.966089617938
4036,ABS - 9 East 37th Street,Manhattan,1917,Office,Office,100,168.4,24384312.42738699,2655287.7,377.3,16217.966089617938
4037,ABS - 915 Broadway,Manhattan,1927,Office,Office,85,132.1,227485.3,8435575.6,1126.1,16217.966089617938
4038,ABS - 270 Madison Avenue,Manhattan,1923,Office,Office,85,165.8,407824.2,12041390.8,1628.0,16217.966089617938
4039,ABS - 29 West 38th Street,Manhattan,1912,Office,Office,95,192.5,184106.4,5554244.4,750.8,1852.9
4040,ABS - 8 West 38,Manhattan,1914,Office,Office,90,147.2,557493.9,4104127.7,581.7,16217.966089617938
4041,ABS - 19 West 36,Manhattan,1911,Office,Office,100,163.1,408521.2,1780394.2,370.8,3713.1
4042,ABS - 115 West 18th St,Manhattan,1900,Office,Office,100,172.0,7070.0,10840926.5,1341.9,5461.1
4043,ABS - 145 East 57th Street,Manhattan,1926,Office,Office,100,192.9,24384312.42738699,2290998.8,400.1,16217.966089617938
4044,30 East 76th St Condominium,Manhattan,1928,Mixed Use Property,Other,100,153.2,1003.0,1000490.9,221.8,2309.2
4050,475 Fifth Avenue,Manhattan,1927,Office,Office,95,156.1,24384312.42738699,11033622.4,1444.3,6821.1
4056,Club Quarters Hotel,Manhattan,2013,Hotel,Hotel,90,178.1,3423863.7,5262751.7,648.5,4728.3
4058,890 Broadway,Manhattan,1906,K-12 School,SpecialPurpose,100,116.5,1442858.8,4690721.3,735.6,2844.5
4059,300 East 40th Street Condominium,Manhattan,1965,Multifamily Housing,Multifamily,100,131.9,47919280.2,9771411.9,3411.6,32913.5
4061,20-210 W 94th,Manhattan,1906,Multifamily Housing,Multifamily,100,132.7,2687863.3,2071958.7,326.5,16217.966089617938
4063,1889 Broadway,Manhattan,1923,Hotel,Hotel,100,247.1,5466768.7,17449494.9,1837.4,16217.966089617938
4064,330 West 95th Street,Manhattan,1910,Hotel,Hotel,100,228.3,6423449.9,2458629.1,559.2,8418.2
4065,201 East 24th Street,Manhattan,1925,Hotel,Hotel,100,243.3,3745697.2,3151934.1,478.4,4806.2
4066,500 East 62nd Street,Manhattan,1974,Hotel,Hotel,100,205.6,8568747.1,6906298.3,1067.4,16217.966089617938
4067,230 West 54th Street,Manhattan,1930,Hotel,Hotel,100,219.6,8044445.6,4208072.2,800.4,16217.966089617938
4068,55 West 110th Street,Manhattan,1910,Residence Hall/Dormitory,Other,100,188.3,28582.4,1627658.9,644.1,13097.6
4072,316 WEST 95th STREET - 41973,Manhattan,1910,Hotel,Hotel,100,64.2,81146.7,918965.5,85.8,8631.8
4075,247 WEST 63rd STREET - 41960,Manhattan,1907,Multifamily Housing,Multifamily,100,218.5,24384312.42738699,1889569.1,167.5,1505.8
4076,242-248 WEST 64th STREET - 41965,Manhattan,1911,Multifamily Housing,Multifamily,100,280.8,24384312.42738699,3859545.6,342.2,3045.2
4082,317 WEST 45th STREET - 41967,Manhattan,1900,Hotel,Hotel,100,225.0,24384312.42738699,3145666.1,278.9,16217.966089617938
4083,243 WEST 63rd STREET - 41961,Manhattan,1907,Multifamily Housing,Multifamily,100,227.8,24384312.42738699,1969976.2,174.7,207.8
4084,239 WEST 63rd STREET - 41962,Manhattan,1907,Multifamily Housing,Multifamily,100,190.6,24384312.42738699,1648347.4,146.1,2007.0
4085,236-240 WEST 64th STREET - 41964,Manhattan,1911,Multifamily Housing,Multifamily,100,280.8,24384312.42738699,3859545.6,342.2,16217.966089617938
4086,235 WEST 63rd STREET - 41963,Manhattan,1907,Multifamily Housing,Multifamily,100,218.5,24384312.42738699,1889569.1,167.5,2576.7
4087,465 CENTRAL PARK WEST - 41959,Manhattan,1910,Hotel,Hotel,100,225.0,24384312.42738699,2456660.5,217.8,16217.966089617938
4088,224 WEST 50th STREET - 41957,Manhattan,1910,Hotel,Hotel,100,225.0,24384312.42738699,3470178.1,307.7,8961.7
4090,205 WEST 145 STREET - 41971,Manhattan,1920,Multifamily Housing,Multifamily,100,164.6,24384312.42738699,2894658.8,256.6,13252.0
4091,850 WEST END AVENUE - 41972,Manhattan,1930,Hotel,Hotel,100,147.7,1311620.0,791166.9,139.8,4050.3
4092,315 WEST 94th STREET - 41974,Manhattan,1925,Hotel,Hotel,100,225.0,24384312.42738699,3019272.1,267.7,16217.966089617938
4093,2201 ADAM C POWELL BLVD - 44476,Manhattan,2007,Multifamily Housing,Multifamily,100,75.3,24384312.42738699,1407125.8,124.8,16217.966089617938
4099,1325 Avenue of the Americas,Manhattan,1989,Office,Office,100,122.1,24384312.42738699,30510299.9,3472.0,11006.6
4103,(7945)  - 944 Park Avenue,Manhattan,1929,Multifamily Housing,Multifamily,100,136.4,3141467.6,1347600.1,286.3,1903.8
4105,NYU Hospital for Joint Diseases,Manhattan,1979,Hospital (General Medical & Surgical),Hospitality,100,451.3,691479.8,35152474.0,5450.4,16217.966089617938
4106,Clinical Cancer Center,Manhattan,2004,Medical Office,Office,100,537.0,24384312.42738699,18416133.5,1922.9,16217.966089617938
4107,660,Manhattan,1965,Medical Office,Office,100,736.5,24384312.42738699,22398796.7,2500.9,16217.966089617938
4108,Greenberg Hall,Manhattan,1950,Residence Hall/Dormitory,Other,100,165.5,126100.0,9545434.9,1178.1,16217.966089617938
4109,330 E 25th,Manhattan,1961,Residence Hall/Dormitory,Other,100,153.7,3715415.7,1376141.5,319.4,2792.5
4110,334 E 26th (Vilcek),Manhattan,1985,Residence Hall/Dormitory,Other,100,140.9,24384312.42738699,4592857.5,734.2,16217.966089617938
4111,333 E. 38th St,Manhattan,1928,Medical Office,Office,100,327.9,24384312.42738699,42227672.1,3743.9,16217.966089617938
4112,Old Public Health Building,Manhattan,1939,Laboratory,Other,100,319.5,82991.1,2424721.8,399.7,16217.966089617938
4113,222 East 41st St,Manhattan,2001,Medical Office,Office,10,69.7,24384312.42738699,7588288.2,704.6,16217.966089617938
4115,(8038) - The Claremont,Manhattan,1986,Multifamily Housing,Multifamily,100,110.6,3293651.4,1383378.3,297.6,2556.8
4121,131 - 137 Spring Street,Manhattan,1891,Mixed Use Property,Other,100,220.1,2506.7,4677014.2,522.3,855.5
4122,(8060) - Fairmont Tenants Corp.,Manhattan,1963,Multifamily Housing,Multifamily,100,226.6,19327912.2,6868169.5,1635.5,12253.1
4125,Upper East Side Rehabilitation & Nursing Center,Manhattan,1967,Residential Care Facility,Other,95,286.6,484980.6,7414033.9,2169.5,24394.0
4127,(8090) - 231-235 East 55th,Manhattan,2001,Multifamily Housing,Multifamily,100,203.2,1042680.0,5827984.9,1124.5,9656.6
4129,594 Broadway,Manhattan,1900,Office,Office,100,173.3,16836.5,11085199.8,1362.6,3899.9
4130,(9020) - 20 Exchange Place,Manhattan,1929,Multifamily Housing,Multifamily,100,106.9,11805037.4,18282658.6,2667.9,16217.966089617938
4135,(9250) - 250 East 73rd Street,Manhattan,1964,Multifamily Housing,Multifamily,95,172.5,2298684.8,4148641.2,1464.8,10636.6
4140,New Museum of Contemporary Art,Manhattan,2007,Other - Entertainment/Public Assembly,Other,100,559.1,7233829.7,8263753.7,1116.9,745.7
4144,352 Park Ave,Manhattan,1913,Office,Office,100,186.3,200393.3,9998573.5,1265.8,3198.6
4145,160 Madison,Manhattan,2015,Multifamily Housing,Multifamily,100,126.1,7266973.7,10207275.1,1291.0,11785.7
4146,NYC-Times Sq South NY DT,Manhattan,2008,Hotel,Hotel,100,281.7,5268127.3,5505398.3,767.9,9547.5
4147,(9432) - 432 Park Condominium,Manhattan,2012,Multifamily Housing,Multifamily,95,217.1,1604966.7,37563842.9,5743.0,16217.966089617938
4151,NYC-Tribeca NY SHTN,Manhattan,2010,Hotel,Hotel,100,231.4,8294170.5,9247611.5,1260.4,10093.5
4153,Manhattan NY HOI,Manhattan,2007,Hotel,Hotel,100,335.9,3116558.7,5076937.3,615.7,7390.0
4154,NYC-Times Square NY ELM,Manhattan,1980,Hotel,Hotel,100,222.5,4760919.1,9757967.7,1118.0,10439.4
4156,NYC-Financial Dist NY DT,Manhattan,2010,Hotel,Hotel,100,230.0,7021096.8,8965627.3,1167.8,10891.8
4160,NYC-Manhattan/Chelsea NY DT,Manhattan,2008,Hotel,Hotel,80,219.4,4353404.8,4165121.7,600.5,7890.1
4162,130 West 42nd Street at Bryant Park,Manhattan,1918,Office,Office,40,85.2,24384312.42738699,6267866.0,555.7,2417.3
4166,The Ormonde,Manhattan,1949,Multifamily Housing,Multifamily,95,50.9,24384312.42738699,2266351.0,200.9,506357.1
4169,1047 Amsterdam Avenue,Manhattan,1900,Worship Facility,Other,100,119.1,1360270.2,4912375.3,1383.4,16217.966089617938
4170,New York Renwick NY RENW,Manhattan,1980,Hotel,Hotel,80,234.8,4930028.8,3772100.8,596.3,9327.5
4171,New York Gregory NY GREG,Manhattan,1980,Hotel,Hotel,80,85.0,249402.2,1418985.0,139.1,4420.2
4179,Manhattan Tower Condominium,Manhattan,1928,Multifamily Housing,Multifamily,100,86.0,7240648.0,812100.9,456.6,7776.7
4180,Robin Court Condominium,Manhattan,1939,Multifamily Housing,Multifamily,100,16.9,42600.0,122738.5,13.1,2283.1
4189,(7014-7016) - Saint George Condo/Coop,Manhattan,1960,Multifamily Housing,Multifamily,100,66.2,2768593.5,938879.1,230.3,1727.8
4190,Rockefeller Univ. Residential - 500-504 East 63rd Street,Manhattan,1980,Multifamily Housing,Multifamily,100,160.7,1608836.7,15700932.0,4436.5,16217.966089617938
4191,Rockefeller Univ. Residential - 220 East 70th Street,Manhattan,1986,Multifamily Housing,Multifamily,100,178.4,4711576.8,2683713.0,488.2,2927.6
4192,(7040-7042) - 185 WEA,Manhattan,1960,Multifamily Housing,Multifamily,100,106.4,888866.6,9773273.0,2524.6,16217.966089617938
4193,(7036-7038) - 170 WEA,Manhattan,1962,Multifamily Housing,Multifamily,100,129.9,1064600.0,11595795.4,2472.4,16217.966089617938
4194,(7064-7068) - The Harmony,Manhattan,1980,Multifamily Housing,Multifamily,100,216.3,25206745.1,13534671.0,2538.8,17433.3
4195,Adrian Avenue Association,Manhattan,1926,Multifamily Housing,Multifamily,100,112.8,4803844.1,820966.4,382.9,4585.1
4197,1060 Amsterdam Ave,Manhattan,1976,Senior Care Community,Other,100,383.2,14659679.9,10473563.3,1707.2,16217.966089617938
4198,Sothebys NY,Manhattan,2000,Mixed Use Property,Other,100,360.8,70867.7,35351413.2,5045.0,16217.966089617938
4201,Astor Building,Manhattan,1918,Office,Office,100,213.4,24384312.42738699,8717659.9,882.4,16217.966089617938
4203,475 Amsterdam Ave,Manhattan,1922,Non-Refrigerated Warehouse,Industrial,100,31.5,24384312.42738699,336313.4,170.8,133.7
4204,139 Franklin Street,Manhattan,1906,Non-Refrigerated Warehouse,Industrial,100,42.0,24384312.42738699,205086.1,145.4,128.5
4207,(7488-7490) - Stella Towers Condo,Manhattan,1931,Multifamily Housing,Multifamily,95,654.1,24384312.42738699,53584287.4,4750.8,16217.966089617938
4208,Madison Court Associates LP,Manhattan,2001,Multifamily Housing,Multifamily,100,108.7,1809366.7,1343422.4,275.8,16217.966089617938
4209,Madison Court - 75 E. 116th St.,Manhattan,2000,Multifamily Housing,Multifamily,100,177.0,6280663.2,2912341.7,693.0,16217.966089617938
4217,(7528-7530) - The Plaza Condominium,Manhattan,2007,Multifamily Housing,Multifamily,100,432.3,8800560.1,55436519.6,8565.2,16217.966089617938
4218,25 Beekman Place Condominium,Manhattan,1900,Multifamily Housing,Multifamily,100,56.7,586750.0,457949.0,71.8,16217.966089617938
4219,345 East 69th Street Owners Corp.,Manhattan,1963,Multifamily Housing,Multifamily,100,197.1,409706.7,4356833.1,1444.5,16217.966089617938
4220,670 Apartments Corp.,Manhattan,1927,Multifamily Housing,Multifamily,100,74.6,365596.7,2432720.0,746.7,4830.9
4221,79th Street Tenants Corp.,Manhattan,1960,Multifamily Housing,Multifamily,100,60.5,339154.8,3517016.4,335.3,16217.966089617938
4222,Edgewater Apartments Inc.,Manhattan,1962,Multifamily Housing,Multifamily,100,208.8,217376.7,4283219.0,1837.4,16217.966089617938
4223,140 East 28th Owners Corp.,Manhattan,1931,Multifamily Housing,Multifamily,100,91.1,159044.1,2787294.2,258.6,16217.966089617938
4224,160 West 95 St. Owners Corp,Manhattan,2001,Multifamily Housing,Multifamily,100,98.7,161260.0,718133.7,346.2,1752.0
4225,340 Owners Corp.,Manhattan,1924,Multifamily Housing,Multifamily,100,111.8,3540857.6,1157552.4,290.7,2524.8
4227,The Broadmor,Manhattan,1906,Multifamily Housing,Multifamily,100,117.0,5008890.0,2759357.5,510.7,3516.6
4229,305 Equities Corp.,Manhattan,1925,Multifamily Housing,Multifamily,100,94.9,57856.3,870704.5,331.8,16217.966089617938
4230,49 East 21st Street Condominium,Manhattan,1913,Multifamily Housing,Multifamily,100,174.9,2579758.8,2891785.1,393.4,2281.2
4232,"RNA House, Inc.",Manhattan,1925,Multifamily Housing,Multifamily,100,314.5,821203.3,3906200.2,3078.7,16217.966089617938
4234,402 East 90th St. Condo,Manhattan,1910,Multifamily Housing,Multifamily,100,95.5,3960309.7,2006027.5,388.2,3761.2
4235,The Octavia Condominium,Manhattan,1985,Multifamily Housing,Multifamily,100,151.6,69042.4,1954354.2,308.5,16217.966089617938
4237,"215 East 79th Street, Inc.",Manhattan,1938,Multifamily Housing,Multifamily,100,116.4,5976829.1,1502204.5,450.6,2618.9
4238,Clinton West Condominium,Manhattan,2007,Multifamily Housing,Multifamily,100,119.9,2222990.1,1186718.6,223.3,346.6
4239,285 Riverside Drive Corp.,Manhattan,1927,Multifamily Housing,Multifamily,100,81.1,7879826.8,1726870.6,571.6,16217.966089617938
4240,41 Fifth Owners Corp.,Manhattan,1929,Multifamily Housing,Multifamily,100,90.3,139658.1,1313875.0,445.9,2772.6
4241,81st Dwellers,Manhattan,1914,Multifamily Housing,Multifamily,100,102.0,3615418.0,1056327.8,285.7,1309.8
4242,Lex Owners Corp.,Manhattan,1961,Multifamily Housing,Multifamily,100,179.2,6306964.5,2805790.8,809.1,16217.966089617938
4243,The Greenwich Condominium,Manhattan,1907,Multifamily Housing,Multifamily,100,207.5,3454709.5,14244632.4,1446.4,11704.8
4244,The Mayfair,Manhattan,1963,Multifamily Housing,Multifamily,100,132.2,7782411.8,3074004.2,685.9,4849.6
4245,249 W 29 Owners Corp,Manhattan,1927,Multifamily Housing,Multifamily,100,126.5,3911063.3,934703.9,298.9,2338.2
4246,Washington Court Condominium,Manhattan,1930,Multifamily Housing,Multifamily,100,192.5,2586356.7,3266165.8,427.0,16217.966089617938
4248,121 W. 72nd St. Owners Corp,Manhattan,1910,Multifamily Housing,Multifamily,100,109.7,3897197.3,1305514.1,322.7,2359.4
4249,Rosa Parks Condominium,Manhattan,2003,Multifamily Housing,Multifamily,100,134.1,4418864.8,1685516.6,384.1,3013.8
4250,50 East 79th Street,Manhattan,1958,Multifamily Housing,Multifamily,100,170.9,170119.4,4545712.8,1670.8,16217.966089617938
4251,Forty East Sixty First Street Condo,Manhattan,1928,Multifamily Housing,Multifamily,100,114.6,52112.5,3566708.4,319.0,2045.2
4252,The Allegro Condominium,Manhattan,1989,Multifamily Housing,Multifamily,100,206.9,12137669.9,5608224.7,1142.6,16217.966089617938
4253,310/312 East 23rd Apt. Corp.,Manhattan,1906,Multifamily Housing,Multifamily,100,104.4,7759603.0,3023808.1,680.2,5560.9
4254,Brownstone Too Condominium,Manhattan,2003,Multifamily Housing,Multifamily,100,172.2,5087682.3,1996394.0,447.2,2801.4
4255,"24 Central Park South, Inc.",Manhattan,1963,Multifamily Housing,Multifamily,100,111.4,97076.7,2582813.5,462.8,1972.7
4256,31171 Owners Corp.,Manhattan,1963,Multifamily Housing,Multifamily,100,59.6,208793.3,1449336.2,139.6,16217.966089617938
4257,Centra Condominium,Manhattan,1985,Multifamily Housing,Multifamily,100,142.7,8997844.0,4956450.0,917.4,16217.966089617938
4258,Osborne Tenants Corp.,Manhattan,1885,Multifamily Housing,Multifamily,100,87.0,216839.4,4777092.3,435.1,16217.966089617938
4259,The Queen Anne,Manhattan,1958,Multifamily Housing,Multifamily,100,108.6,8847520.9,3338662.6,765.9,6024.8
4260,525 E 82 Owners Co,Manhattan,1962,Multifamily Housing,Multifamily,100,281.7,18538860.5,2381903.3,1195.9,16217.966089617938
4261,The Tower 270 Condominium,Manhattan,1928,Multifamily Housing,Multifamily,100,214.0,132265.6,14682771.2,1308.8,16217.966089617938
4262,Madison Park Apartment Corp.,Manhattan,2002,Multifamily Housing,Multifamily,100,121.6,8798110.0,2401900.6,680.3,16217.966089617938
4263,Two Cornelia Condo,Manhattan,2008,Multifamily Housing,Multifamily,100,181.6,55653.3,2486033.6,595.1,16217.966089617938
4264,25 East End Avenue Corporation,Manhattan,1928,Multifamily Housing,Multifamily,100,97.5,4218676.4,1359772.4,344.6,1773.6
4265,Soha 118 Condominium,Manhattan,2007,Multifamily Housing,Multifamily,100,206.4,9774467.1,8614390.0,1282.9,6212.5
4266,149 East 73Rd St Corp.,Manhattan,1924,Multifamily Housing,Multifamily,100,119.4,87424.2,1411143.5,487.0,16217.966089617938
4267,18 East 12th Street Condo,Manhattan,1910,Multifamily Housing,Multifamily,100,162.7,1931922.3,2070689.2,286.2,2644.4
4268,372 Fifth Ave. Owners Corp.,Manhattan,1913,Multifamily Housing,Multifamily,100,200.4,6125009.8,5844290.1,902.2,16217.966089617938
4269,Warren House Condominium,Manhattan,1962,Multifamily Housing,Multifamily,100,246.1,25179921.1,9471362.9,2177.2,16217.966089617938
4270,Grosvenor House Condominium,Manhattan,1989,Multifamily Housing,Multifamily,100,140.7,6670373.4,3714849.2,683.7,6535.0
